src,dst,type,label
1852,1840,28,concept:personleadsorganization_inv
14120,960,108,concept:competeswith_inv
5901,4406,10,concept:atdate_inv
52517,52743,109,concept:itemfoundinroom
1604,17142,132,concept:personhascitizenship_inv
4637,8791,2,concept:worksfor_inv
4429,1301,23,concept:atlocation
620,6069,10,concept:atdate_inv
59274,69814,384,concept:visualartistartform_inv
1349,3910,10,concept:atdate_inv
1329,128,44,concept:agentcreated_inv
95,3,25,concept:agentcollaborateswithagent
32687,73434,116,concept:hasofficeincountry_inv
25826,857,9,concept:atdate
5715,38396,211,concept:cityliesonriver
51493,51373,136,concept:professionistypeofprofession_inv
66757,15671,155,concept:athleteplayssport
583,51230,10,concept:atdate_inv
46,487,96,concept:subpartoforganization_inv
11863,15417,8,concept:subpartof_inv
13646,61040,98,concept:agentcontributedtocreativework_inv
43,41555,399,concept:agentbelongstoorganization_inv
1561,1208,3,concept:proxyfor
42857,44372,43,concept:agentcreated
589,33691,90,concept:buildinglocatedincity_inv
1208,6431,17,concept:locationlocatedwithinlocation
742,743,57,concept:personbelongstoorganization
39894,39893,229,concept:teamalsoknownas
49099,2893,165,concept:animalsuchasinvertebrate
541,109,0,concept:agentbelongstoorganization
6831,7370,205,concept:animalthatfeedoninsect
45528,744,311,concept:academicprogramatuniversity
52764,58646,110,concept:itemfoundinroom_inv
32858,10590,280,concept:stateorprovinceisborderedbystateorprovince_inv
52045,53068,248,concept:clothingtogowithclothing_inv
26720,4534,23,concept:atlocation
1060,58385,358,concept:furniturefoundinroom_inv
61945,61738,189,concept:musicianinmusicartist
5554,4895,4,concept:proxyfor_inv
13771,38,52,concept:agentactsinlocation_inv
1122,46375,318,concept:languageofcountry_inv
52988,51969,247,concept:clothingtogowithclothing
5129,4398,170,concept:hasofficeincity_inv
10451,564,24,concept:atlocation_inv
48401,48968,76,concept:animalistypeofanimal_inv
8973,1531,127,concept:musicianplaysinstrument
960,1160,107,concept:competeswith
4398,4548,169,concept:hasofficeincity
15714,15715,25,concept:agentcollaborateswithagent
55491,23356,109,concept:itemfoundinroom
70207,70209,97,concept:agentcontributedtocreativework
51473,51465,136,concept:professionistypeofprofession_inv
39482,8735,238,concept:teamplaysagainstteam_inv
32664,10590,280,concept:stateorprovinceisborderedbystateorprovince_inv
1281,1280,16,concept:mutualproxyfor_inv
55946,17391,108,concept:competeswith_inv
58943,52075,248,concept:clothingtogowithclothing_inv
113,42418,296,concept:sportschoolincountry_inv
699,59663,48,concept:personbornincity_inv
22701,40104,237,concept:teamplaysagainstteam
26142,58266,358,concept:furniturefoundinroom_inv
39723,6142,238,concept:teamplaysagainstteam_inv
68971,38861,393,concept:automobilemakerdealersincity
8966,1070,111,concept:istallerthan
4441,56019,372,concept:newspaperincity_inv
15333,15334,11,concept:latitudelongitude
42926,43730,310,concept:bookwriter_inv
3910,1128,213,concept:citylocatedincountry
53110,53279,366,concept:weaponssuchasweapons_inv
7493,7490,1,concept:worksfor
13114,1010,96,concept:subpartoforganization_inv
4398,5222,115,concept:hasofficeincountry
1601,46405,320,concept:languageofuniversity_inv
35879,31556,211,concept:cityliesonriver
20358,7323,94,concept:animaleatfood_inv
657,658,11,concept:latitudelongitude
27359,448,1,concept:worksfor
2401,1502,39,concept:bodypartcontainsbodypart
5792,5207,18,concept:locationlocatedwithinlocation_inv
45342,45467,315,concept:academicfieldsuchasacademicfield
51425,624,9,concept:atdate
39459,2093,238,concept:teamplaysagainstteam_inv
637,27369,10,concept:atdate_inv
72589,634,169,concept:hasofficeincity
52323,1645,364,concept:arterycalledartery_inv
58266,19989,357,concept:furniturefoundinroom
9335,50215,328,concept:drughassideeffect_inv
7733,54998,210,concept:agriculturalproductcutintogeometricshape_inv
2977,54823,172,concept:beveragemadefrombeverage_inv
637,10315,10,concept:atdate_inv
18003,18009,346,concept:agriculturalproductincludingagriculturalproduct_inv
37229,1301,121,concept:citylocatedinstate
12364,12365,43,concept:agentcreated
69041,18663,83,concept:organizationheadquarteredincity
55004,49329,231,concept:agriculturalproductcookedwithagriculturalproduct
620,21103,10,concept:atdate_inv
570,16324,10,concept:atdate_inv
3350,36161,122,concept:citylocatedinstate_inv
18156,4298,1,concept:worksfor
8526,58502,110,concept:itemfoundinroom_inv
39422,13825,181,concept:teamplayssport
3536,3508,91,concept:organizationheadquarteredincountry
48626,48525,20,concept:animaldevelopdisease_inv
15,14,399,concept:agentbelongstoorganization_inv
4441,620,9,concept:atdate
1127,4398,116,concept:hasofficeincountry_inv
7885,39050,234,concept:lakeinstate_inv
20411,55266,370,concept:bakedgoodservedwithbeverage_inv
136,261,0,concept:agentbelongstoorganization
634,33989,258,concept:hotelincity_inv
52923,51972,247,concept:clothingtogowithclothing
69988,1129,173,concept:persondiedincountry
18017,1277,75,concept:animalistypeofanimal
55717,52858,357,concept:furniturefoundinroom
19686,19690,43,concept:agentcreated
234,30152,268,concept:televisionstationaffiliatedwith_inv
1129,69916,174,concept:persondiedincountry_inv
73057,71549,390,concept:automakerproducesmodel_inv
15504,6455,54,concept:parentofperson_inv
717,14778,10,concept:atdate_inv
53110,53937,366,concept:weaponssuchasweapons_inv
46494,46605,322,concept:emotionassociatedwithdisease_inv
36767,41609,292,concept:radiostationincity_inv
29493,38,95,concept:subpartoforganization
17377,3630,77,concept:animalpreyson
20853,67293,156,concept:athleteplayssport_inv
576,9350,4,concept:proxyfor_inv
3,93,26,concept:agentcollaborateswithagent_inv
63398,63399,43,concept:agentcreated
908,8763,10,concept:atdate_inv
3,31332,26,concept:agentcollaborateswithagent_inv
1208,6432,17,concept:locationlocatedwithinlocation
3,31351,37,concept:agentcontrols
29099,71383,224,concept:ceoof_inv
335,336,26,concept:agentcollaborateswithagent_inv
1355,1457,10,concept:atdate_inv
442,443,0,concept:agentbelongstoorganization
45888,15386,311,concept:academicprogramatuniversity
5920,5922,95,concept:subpartoforganization
51146,625,9,concept:atdate
22652,637,9,concept:atdate
74462,43937,43,concept:agentcreated
26720,4827,23,concept:atlocation
20853,66862,156,concept:athleteplayssport_inv
68162,241,377,concept:politicianusmemberofpoliticalgroup
4715,661,394,concept:automobilemakerdealersincity_inv
46216,46178,320,concept:languageofuniversity_inv
18623,68971,394,concept:automobilemakerdealersincity_inv
1524,33861,258,concept:hotelincity_inv
38305,36580,211,concept:cityliesonriver
38047,31576,211,concept:cityliesonriver
48397,48401,75,concept:animalistypeofanimal
583,1540,10,concept:atdate_inv
46650,1142,321,concept:emotionassociatedwithdisease
23607,66967,12,concept:latitudelongitude_inv
13955,13956,11,concept:latitudelongitude
39131,39132,11,concept:latitudelongitude
18260,18259,12,concept:latitudelongitude_inv
69515,160,1,concept:worksfor
71769,996,101,concept:politicianholdsoffice
50229,49827,249,concept:chemicalistypeofchemical
637,26790,10,concept:atdate_inv
52822,55717,110,concept:itemfoundinroom_inv
5225,7769,285,concept:countrylocatedingeopoliticallocation
718,27578,8,concept:subpartof_inv
2164,18014,75,concept:animalistypeofanimal
1208,10394,17,concept:locationlocatedwithinlocation
49556,6831,205,concept:animalthatfeedoninsect
62447,61767,189,concept:musicianinmusicartist
44779,43417,44,concept:agentcreated_inv
946,31101,8,concept:subpartof_inv
71129,1129,173,concept:persondiedincountry
7617,7615,141,concept:organizationalsoknownas
1147,7345,78,concept:animalpreyson_inv
13271,909,9,concept:atdate
26703,637,9,concept:atdate
625,36958,10,concept:atdate_inv
26840,6126,224,concept:ceoof_inv
66921,20853,155,concept:athleteplayssport
5775,19442,200,concept:arthropodcalledarthropod_inv
46013,45199,312,concept:academicprogramatuniversity_inv
23002,23001,12,concept:latitudelongitude_inv
54845,54233,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
22699,22702,151,concept:coachwontrophy
13953,1607,23,concept:atlocation
56859,816,71,concept:touristattractionsuchastouristattraction
651,6677,36,concept:agentinvolvedwithitem_inv
20763,11752,44,concept:agentcreated_inv
816,56877,72,concept:touristattractionsuchastouristattraction_inv
5230,59068,228,concept:agriculturalproductcamefromcountry_inv
41998,41999,293,concept:conceptprerequisiteof
7935,295,26,concept:agentcollaborateswithagent_inv
47840,48156,337,concept:plantincludeplant
570,5160,10,concept:atdate_inv
13128,66777,226,concept:athleteflyouttosportsteamposition_inv
15986,6740,14,concept:agentparticipatedinevent_inv
651,6716,36,concept:agentinvolvedwithitem_inv
43777,43425,309,concept:bookwriter
13855,8891,29,concept:topmemberoforganization
30343,4763,83,concept:organizationheadquarteredincity
25700,1068,9,concept:atdate
73107,73108,105,concept:companyalsoknownas
62580,62579,190,concept:musicianinmusicartist_inv
55717,55846,357,concept:furniturefoundinroom
48525,48619,19,concept:animaldevelopdisease
47070,2093,145,concept:sportsgamewinner
74451,857,9,concept:atdate
19440,19441,11,concept:latitudelongitude
335,625,9,concept:atdate
48848,3200,76,concept:animalistypeofanimal_inv
10292,18909,24,concept:atlocation_inv
18968,18967,98,concept:agentcontributedtocreativework_inv
1543,67369,10,concept:atdate_inv
1272,835,80,concept:specializationof_inv
49850,49943,249,concept:chemicalistypeofchemical
8098,59301,158,concept:athleteplaysforteam_inv
13416,128,44,concept:agentcreated_inv
17377,6593,77,concept:animalpreyson
35048,35047,12,concept:latitudelongitude_inv
5253,73439,396,concept:bankbankincountry_inv
21873,49847,249,concept:chemicalistypeofchemical
26877,1910,39,concept:bodypartcontainsbodypart
36542,1774,23,concept:atlocation
36400,37051,212,concept:cityliesonriver_inv
52055,53081,248,concept:clothingtogowithclothing_inv
65907,6142,157,concept:athleteplaysforteam
59164,20853,155,concept:athleteplayssport
2213,5750,16,concept:mutualproxyfor_inv
2744,1584,53,concept:parentofperson
24127,570,9,concept:atdate
66124,20853,155,concept:athleteplayssport
625,16356,10,concept:atdate_inv
211,8896,29,concept:topmemberoforganization
234,7502,108,concept:competeswith_inv
7323,20218,93,concept:animaleatfood
5981,13887,108,concept:competeswith_inv
759,25184,4,concept:proxyfor_inv
34037,34036,12,concept:latitudelongitude_inv
68230,10590,139,concept:politicianrepresentslocation
73637,45577,21,concept:companyeconomicsector
5269,73438,25,concept:agentcollaborateswithagent
20964,64802,184,concept:athletehomestadium_inv
59357,25684,335,concept:musicartistgenre
23833,23834,11,concept:latitudelongitude
3220,4468,24,concept:atlocation_inv
9540,9539,12,concept:latitudelongitude_inv
71673,996,101,concept:politicianholdsoffice
53335,53110,365,concept:weaponssuchasweapons
699,21642,48,concept:personbornincity_inv
39936,8097,237,concept:teamplaysagainstteam
48342,7341,76,concept:animalistypeofanimal_inv
5423,67982,140,concept:politicianrepresentslocation_inv
6831,49341,93,concept:animaleatfood
13128,64948,226,concept:athleteflyouttosportsteamposition_inv
64987,744,61,concept:persongraduatedschool
45355,45342,314,concept:academicfieldconcernssubject_inv
48518,17377,75,concept:animalistypeofanimal
58526,19937,109,concept:itemfoundinroom
907,13611,148,concept:organizationdissolvedatdate_inv
58662,52200,109,concept:itemfoundinroom
26483,5517,8,concept:subpartof_inv
576,5531,23,concept:atlocation
3200,48805,76,concept:animalistypeofanimal_inv
9013,717,9,concept:atdate
10590,5197,286,concept:countrylocatedingeopoliticallocation_inv
71052,4036,55,concept:persondiedatage
7022,22292,12,concept:latitudelongitude_inv
49893,49847,249,concept:chemicalistypeofchemical
71321,872,169,concept:hasofficeincity
1208,10288,17,concept:locationlocatedwithinlocation
95,3,0,concept:agentbelongstoorganization
9626,9627,11,concept:latitudelongitude
46921,909,9,concept:atdate
49828,49917,250,concept:chemicalistypeofchemical_inv
53591,53110,365,concept:weaponssuchasweapons
26193,58266,358,concept:furniturefoundinroom_inv
10590,15201,277,concept:statelocatedingeopoliticallocation
19411,55890,110,concept:itemfoundinroom_inv
54519,54514,172,concept:beveragemadefrombeverage_inv
7333,48412,114,concept:invertebratefeedonfood_inv
61263,4156,4,concept:proxyfor_inv
1194,58662,110,concept:itemfoundinroom_inv
645,10472,10,concept:atdate_inv
1752,13795,178,concept:teamplaysincity_inv
60,59693,160,concept:athleteplaysinleague_inv
54872,54384,345,concept:agriculturalproductincludingagriculturalproduct
5981,56193,107,concept:competeswith
30832,9364,25,concept:agentcollaborateswithagent
45450,45797,311,concept:academicprogramatuniversity
12023,76,139,concept:politicianrepresentslocation
9089,752,31,concept:organizationhiredperson
49938,49849,249,concept:chemicalistypeofchemical
32881,36361,4,concept:proxyfor_inv
69997,1129,173,concept:persondiedincountry
33149,746,17,concept:locationlocatedwithinlocation
2673,1661,55,concept:persondiedatage
45431,5677,311,concept:academicprogramatuniversity
14127,1301,23,concept:atlocation
5637,11752,36,concept:agentinvolvedwithitem_inv
448,67934,2,concept:worksfor_inv
10071,66241,158,concept:athleteplaysforteam_inv
1609,37564,16,concept:mutualproxyfor_inv
746,4645,15,concept:mutualproxyfor
1981,789,3,concept:proxyfor
40875,60,0,concept:agentbelongstoorganization
1684,19662,26,concept:agentcollaborateswithagent_inv
1068,335,10,concept:atdate_inv
645,28403,10,concept:atdate_inv
7786,69254,38,concept:agentcontrols_inv
1277,48909,76,concept:animalistypeofanimal_inv
2893,49554,76,concept:animalistypeofanimal_inv
8784,574,13,concept:agentparticipatedinevent
17377,49022,75,concept:animalistypeofanimal
36663,2203,151,concept:coachwontrophy
717,16487,10,concept:atdate_inv
11255,24214,120,concept:hashusband_inv
19389,14707,2,concept:worksfor_inv
74150,74181,398,concept:leaguestadiums_inv
45436,45659,315,concept:academicfieldsuchasacademicfield
66100,1304,157,concept:athleteplaysforteam
637,14274,10,concept:atdate_inv
1171,1172,11,concept:latitudelongitude
6179,11045,4,concept:proxyfor_inv
52085,52070,247,concept:clothingtogowithclothing
3200,48905,78,concept:animalpreyson_inv
54282,48944,330,concept:agriculturalproductcomingfromvertebrate_inv
637,1448,10,concept:atdate_inv
21077,856,9,concept:atdate
70401,7502,217,concept:journalistwritesforpublication
10556,564,24,concept:atlocation_inv
69876,1129,173,concept:persondiedincountry
2138,2139,97,concept:agentcontributedtocreativework
7323,20283,93,concept:animaleatfood
9359,634,45,concept:attractionofcity
20735,13089,208,concept:producesproduct_inv
36468,5129,17,concept:locationlocatedwithinlocation
55000,49329,231,concept:agriculturalproductcookedwithagriculturalproduct
64900,20853,155,concept:athleteplayssport
49267,49132,349,concept:fishservedwithfood
25684,62016,336,concept:musicartistgenre_inv
59554,59553,244,concept:actorstarredinmovie_inv
8339,54502,172,concept:beveragemadefrombeverage_inv
47915,48135,338,concept:plantincludeplant_inv
